row,1,2,3,4,5,6,7,8,9,10,11,12
A,N2,CB4856,ECA838,ECA859,ECA1371,ECA1372,ECA1373,ECA1377,ECA1378,ECA1379,ECA1380,NA
B,N2,CB4856,ECA838,ECA859,ECA1371,ECA1372,ECA1373,ECA1377,ECA1378,ECA1379,ECA1380,NA
C,N2,CB4856,ECA838,ECA859,ECA1371,ECA1372,ECA1373,ECA1377,ECA1378,ECA1379,ECA1380,NA
D,N2,CB4856,ECA838,ECA859,ECA1371,ECA1372,ECA1373,ECA1377,ECA1378,ECA1379,ECA1380,NA
E,N2,CB4856,ECA838,ECA859,ECA1371,ECA1372,ECA1373,ECA1377,ECA1378,ECA1379,ECA1380,NA
F,N2,CB4856,ECA838,ECA859,ECA1371,ECA1372,ECA1373,ECA1377,ECA1378,ECA1379,ECA1380,NA
G,N2,CB4856,ECA838,ECA859,ECA1371,ECA1372,ECA1373,ECA1377,ECA1378,ECA1379,ECA1380,NA
H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
