row,1,2,3,4,5,6,7,8,9,10,11,12
A,N2,N2,N2,N2,N2,N2,N2,N2,N2,N2,N2,NA
B,CB4856,CB4856,CB4856,CB4856,CB4856,CB4856,CB4856,CB4856,CB4856,CB4856,CB4856,NA
C,ECA411,ECA411,ECA411,ECA411,ECA411,ECA411,ECA411,ECA411,ECA411,ECA411,ECA411,NA
D,ECA481,ECA481,ECA481,ECA481,ECA481,ECA481,ECA481,ECA481,ECA481,ECA481,ECA481,NA
E,ECA493,ECA493,ECA493,ECA493,ECA493,ECA493,ECA493,ECA493,ECA493,ECA493,ECA493,NA
F,ECA533,ECA533,ECA533,ECA533,ECA533,ECA533,ECA533,ECA533,ECA533,ECA533,ECA533,NA
G,ECA1114,ECA1114,ECA1114,ECA1114,ECA1114,ECA1114,ECA1114,ECA1114,ECA1114,ECA1114,ECA1114,NA
H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
