row,1,2,3,4,5,6,7,8,9,10,11,12
A,NA,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM
B,NA,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM
C,NA,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM
D,NA,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM
E,NA,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM
F,NA,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM
G,NA,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM,ascr5.400nM
H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
