row,1,2,3,4,5,6,7,8,9,10,11,12
A,None,None,None,None,None,None,None,None,None,None,None,None
B,None,None,None,None,None,None,None,None,None,None,None,None
C,None,None,None,None,None,None,None,None,None,None,None,None
D,None,None,None,None,None,None,None,None,None,None,None,None
E,None,None,None,None,None,None,None,None,None,None,None,None
F,None,None,None,None,None,None,None,None,None,None,None,None
G,None,None,None,None,None,None,None,None,None,None,None,None
H,None,None,None,None,None,None,None,None,None,None,None,None
