row,1,2,3,4,5,6,7,8,9,10,11,12
A,N2,N2,N2,N2,ECA411,ECA411,ECA411,ECA411,ECA486,ECA486,ECA486,ECA486
B,N2,N2,N2,N2,ECA411,ECA411,ECA411,ECA411,ECA486,ECA486,ECA486,ECA486
C,N2,N2,N2,N2,ECA411,ECA411,ECA411,ECA411,ECA486,ECA486,ECA486,ECA486
D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E,CB4856,CB4856,CB4856,CB4856,ECA451,ECA451,ECA451,ECA451,ECA1114,ECA1114,ECA1114,ECA1114
F,CB4856,CB4856,CB4856,CB4856,ECA451,ECA451,ECA451,ECA451,ECA1114,ECA1114,ECA1114,ECA1114
G,CB4856,CB4856,CB4856,CB4856,ECA451,ECA451,ECA451,ECA451,ECA1114,ECA1114,ECA1114,ECA1114
H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
