row,1,2,3,4,5,6,7,8,9,10,11,12
A,N2,N2,CB4856,CB4856,ECA411,ECA411,ECA481,ECA481,ECA493,ECA493,ECA533,ECA533
B,N2,N2,CB4856,CB4856,ECA411,ECA411,ECA481,ECA481,ECA493,ECA493,ECA533,ECA533
C,N2,N2,CB4856,CB4856,ECA411,ECA411,ECA481,ECA481,ECA493,ECA493,ECA533,ECA533
D,N2,N2,CB4856,CB4856,ECA411,ECA411,ECA481,ECA481,ECA493,ECA493,ECA533,ECA533
E,N2,N2,CB4856,CB4856,ECA411,ECA411,ECA481,ECA481,ECA493,ECA493,ECA533,ECA533
F,N2,N2,CB4856,CB4856,ECA411,ECA411,ECA481,ECA481,ECA493,ECA493,ECA533,ECA533
G,N2,N2,CB4856,CB4856,ECA411,ECA411,ECA481,ECA481,ECA493,ECA493,ECA533,ECA533
H,N2,NA,CB4856,NA,ECA411,NA,ECA481,NA,ECA493,NA,ECA533,NA
