row,1,2,3,4,5,6,7,8,9,10,11,12
A,water,water,water,water,water,water,water,water,water,water,water,NA
B,water,water,water,water,water,water,water,water,water,water,water,NA
C,water,water,water,water,water,water,water,water,water,water,water,NA
D,water,water,water,water,water,water,water,water,water,water,water,NA
E,water,water,water,water,water,water,water,water,water,water,water,NA
F,water,water,water,water,water,water,water,water,water,water,water,NA
G,water,water,water,water,water,water,water,water,water,water,water,NA
H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
