row,1,2,3,4,5,6,7,8,9,10,11,12
A,FLX-0,FLX-7.8,FLX-15.6,FLX-31.25,FLX-62.5,NA,FLX-0,FLX-7.8,FLX-15.6,FLX-31.25,FLX-62.5,NA
B,FLX-0,FLX-7.8,FLX-15.6,FLX-31.25,FLX-62.5,NA,FLX-0,FLX-7.8,FLX-15.6,FLX-31.25,FLX-62.5,NA
C,FLX-0,FLX-7.8,FLX-15.6,FLX-31.25,FLX-62.5,NA,FLX-0,FLX-7.8,FLX-15.6,FLX-31.25,FLX-62.5,NA
D,FLX-0,FLX-7.8,FLX-15.6,FLX-31.25,FLX-62.5,NA,FLX-0,FLX-7.8,FLX-15.6,FLX-31.25,FLX-62.5,NA
E,FLX-0,FLX-7.8,FLX-15.6,FLX-31.25,FLX-62.5,NA,FLX-0,FLX-7.8,FLX-15.6,FLX-31.25,FLX-62.5,NA
F,FLX-0,FLX-7.8,FLX-15.6,FLX-31.25,FLX-62.5,NA,FLX-0,FLX-7.8,FLX-15.6,FLX-31.25,FLX-62.5,NA
G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
