row,1,2,3,4,5,6,7,8,9,10,11,12
A,N2,N2,CB4856,CB4856,ECA386,ECA386,ECA1113,ECA1113,ECA2009,ECA2009,ECA2797,ECA2797
B,N2,N2,CB4856,CB4856,ECA386,ECA386,ECA1113,ECA1113,ECA2009,ECA2009,ECA2797,ECA2797
C,N2,N2,CB4856,CB4856,ECA386,ECA386,ECA1113,ECA1113,ECA2009,ECA2009,ECA2797,ECA2797
D,N2,N2,CB4856,CB4856,ECA386,ECA386,ECA1113,ECA1113,ECA2009,ECA2009,ECA2797,ECA2797
E,N2,N2,CB4856,CB4856,ECA386,ECA386,ECA1113,ECA1113,ECA2009,ECA2009,ECA2797,ECA2797
F,N2,N2,CB4856,CB4856,ECA386,ECA386,ECA1113,ECA1113,ECA2009,ECA2009,ECA2797,ECA2797
G,N2,N2,CB4856,CB4856,ECA386,ECA386,ECA1113,ECA1113,ECA2009,ECA2009,ECA2797,ECA2797
H,N2,NA,CB4856,NA,ECA386,NA,ECA1113,NA,ECA2009,NA,ECA2797,NA
