row,1,2,3,4,5,6,7,8,9,10,11,12
A,MIAN-0,MIAN-25,MIAN-50,MIAN-100,MIAN-200,NA,MIAN-200,MIAN-0,MIAN-25,MIAN-50,MIAN-100,NA
B,MIAN-0,MIAN-25,MIAN-50,MIAN-100,MIAN-200,NA,MIAN-0,MIAN-25,MIAN-50,MIAN-100,MIAN-200,NA
C,MIAN-0,MIAN-25,MIAN-50,MIAN-100,MIAN-200,NA,MIAN-0,MIAN-25,MIAN-50,MIAN-100,MIAN-200,NA
D,MIAN-0,MIAN-25,MIAN-50,MIAN-100,MIAN-200,NA,MIAN-0,MIAN-25,MIAN-50,MIAN-100,MIAN-200,NA
E,MIAN-0,MIAN-25,MIAN-50,MIAN-100,MIAN-200,NA,MIAN-0,MIAN-25,MIAN-50,MIAN-100,MIAN-200,NA
F,MIAN-0,MIAN-25,MIAN-50,MIAN-100,MIAN-200,NA,MIAN-0,MIAN-25,MIAN-50,MIAN-100,MIAN-200,NA
G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
