row,1,2,3,4,5,6,7,8,9,10,11,12
A,carmustine_0,carmustine_1,carmustine_2,carmustine_3,carmustine_4,NA,carmustine_0,carmustine_1,carmustine_2,carmustine_3,carmustine_4,NA
B,carmustine_0,carmustine_1,carmustine_2,carmustine_3,carmustine_4,NA,carmustine_0,carmustine_1,carmustine_2,carmustine_3,carmustine_4,NA
C,carmustine_0,carmustine_1,carmustine_2,carmustine_3,carmustine_4,NA,carmustine_0,carmustine_1,carmustine_2,carmustine_3,carmustine_4,NA
D,carmustine_0,carmustine_1,carmustine_2,carmustine_3,carmustine_4,NA,carmustine_0,carmustine_1,carmustine_2,carmustine_3,carmustine_4,NA
E,carmustine_0,carmustine_1,carmustine_2,carmustine_3,carmustine_4,NA,carmustine_0,carmustine_1,carmustine_2,carmustine_3,carmustine_4,NA
F,carmustine_0,carmustine_1,carmustine_2,carmustine_3,carmustine_4,NA,carmustine_0,carmustine_1,carmustine_2,carmustine_3,carmustine_4,NA
G,carmustine_0,carmustine_1,carmustine_2,carmustine_3,carmustine_4,NA,carmustine_0,carmustine_1,carmustine_2,carmustine_3,carmustine_4,NA
H,carmustine_0,carmustine_1,carmustine_2,carmustine_3,carmustine_4,NA,carmustine_0,carmustine_1,carmustine_2,carmustine_3,carmustine_4,NA
