row,1,2,3,4,5,6,7,8,9,10,11,12
A,N2,N2,N2,NA,N2,N2,N2,NA,N2,N2,N2,NA
B,CB4856,CB4856,CB4856,NA,CB4856,CB4856,CB4856,NA,CB4856,CB4856,CB4856,NA
C,ECA232,ECA232,ECA232,NA,ECA232,ECA232,ECA232,NA,ECA232,ECA232,ECA232,NA
D,ECA377,ECA377,ECA377,NA,ECA377,ECA377,ECA377,NA,ECA377,ECA377,ECA377,NA
E,ECA629,ECA629,ECA629,NA,ECA629,ECA629,ECA629,NA,ECA629,ECA629,ECA629,NA
F,ECA632,ECA632,ECA632,NA,ECA632,ECA632,ECA632,NA,ECA632,ECA632,ECA632,NA
G,ECA634,ECA634,ECA634,NA,ECA634,ECA634,ECA634,NA,ECA634,ECA634,ECA634,NA
H,ECA636,ECA636,ECA636,NA,ECA636,ECA636,ECA636,NA,ECA636,ECA636,ECA636,NA
