row,1,2,3,4,5,6,7,8,9,10,11,12
A,N2,N2,N2,N2,N2,NA,CB4856,CB4856,CB4856,CB4856,CB4856,NA
B,ECA377,ECA377,ECA377,ECA377,ECA377,NA,ECA386,ECA386,ECA386,ECA386,ECA386,NA
C,ECA1113,ECA1113,ECA1113,ECA1113,ECA1113,NA,ECA2009,ECA2009,ECA2009,ECA2009,ECA2009,NA
D,ECA2009,ECA2009,ECA2009,ECA2009,ECA2009,NA,ECA377,ECA377,ECA377,ECA377,ECA377,NA
E,ECA386,ECA386,ECA386,ECA386,ECA386,NA,ECA1113,ECA1113,ECA1113,ECA1113,ECA1113,NA
F,CB4856,CB4856,CB4856,CB4856,CB4856,NA,N2,N2,N2,N2,N2,NA
G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
