row,1,2,3,4,5,6,7,8,9,10,11,12
A,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,NA
B,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,NA
C,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,NA
D,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,NA
E,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,NA
F,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,NA
G,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,NA
H,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,carmustine,NA
