row,1,2,3,4,5,6,7,8,9,10,11,12
A,None,None,None,None,None,None,None,None,None,None,None,NA
B,None,None,None,None,None,None,None,None,None,None,None,NA
C,None,None,None,None,None,None,None,None,None,None,None,NA
D,None,None,None,None,None,None,None,None,None,None,None,NA
E,None,None,None,None,None,None,None,None,None,None,None,NA
F,None,None,None,None,None,None,None,None,None,None,None,NA
G,None,None,None,None,None,None,None,None,None,None,None,NA
H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
