row,1,2,3,4,5,6,7,8,9,10,11,12
A,NA,None,None,None,None,None,None,None,None,None,None,None
B,NA,None,None,None,None,None,None,None,None,None,None,None
C,NA,None,None,None,None,None,None,None,None,None,None,None
D,NA,None,None,None,None,None,None,None,None,None,None,None
E,NA,None,None,None,None,None,None,None,None,None,None,None
F,NA,None,None,None,None,None,None,None,None,None,None,None
G,NA,None,None,None,None,None,None,None,None,None,None,None
H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
