row,1,2,3,4,5,6,7,8,9,10,11,12
A,NA,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH
B,NA,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH
C,NA,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH
D,NA,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH
E,NA,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH
F,NA,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH
G,NA,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH,EtOH
H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
