row,1,2,3,4,5,6,7,8,9,10,11,12
A,water,water,water,water,water,water,water,water,water,water,water,water
B,water,water,water,water,water,water,water,water,water,water,water,water
C,water,water,water,water,water,water,water,water,water,water,water,water
D,water,water,water,water,water,water,water,water,water,water,water,water
E,water,water,water,water,water,water,water,water,water,water,water,water
F,water,water,water,water,water,water,water,water,water,water,water,water
G,water,water,water,water,water,water,water,water,water,water,water,water
H,water,water,water,water,water,water,water,water,water,water,water,water
