row,1,2,3,4,5,6,7,8,9,10,11,12
A,none,none,none,none,none,none,none,none,none,none,none,NA
B,none,none,none,none,none,none,none,none,none,none,none,NA
C,none,none,none,none,none,none,none,none,none,none,none,NA
D,none,none,none,none,none,none,none,none,none,none,none,NA
E,none,none,none,none,none,none,none,none,none,none,none,NA
F,none,none,none,none,none,none,none,none,none,none,none,NA
G,none,none,none,none,none,none,none,none,none,none,none,NA
H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
